ID,Sentence,Sentiment,dialect
1047,هاد الفندق، كان مزوج مع الحرم الجامعي، و كان يتزامن مع العصر، و كان فيه كل الخصائص اللي كايسوي.,positive,Darija
1874,خليت الفندق بعد نص ساعة من الوصول، و رديت فلوسي. ماكانوصيش بهاد الفندق لأي واحد يود يبتعد منه.,negative,Darija
272,الجودة ديالها بالنسبة للثمن، بالنسبة لسكندرية، من أحسن الفنادق بالثمن، و الثمن اللي اتخلصو فيه مناسب.,neutral,Darija
2031,مخيب للآمال، يمكن يكون نجم واحد حجزت من خلال فندق فينا ف قرطبة.,negative,Darija
2239,فاشاش هاد الشي؟ السائقين ديال الطوبيسات الصغار كتقيدو بزاف فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت، فالوقت,negative,Darija
989,غير هو كايعاقد مع المطار باش يمرر الناس فالمطار، كايلقاو كل مرة واحد كايضرب فالباب كايسألك فين كاينة الغرفة ديال الفندق ديالو، ماكاينش شي واحد كايمشي للفندق ديالو، ماكاينش شي حاجة يقدر يعيش فيه.,negative,Darija
903,و ضيقو لي المساحة الكبيرة ديال الاطفال و كبرو الحوض الرئيسي.,positive,Darija
2270,علاوة على الروائح البغيضة اللي كتنبعث من الأسرة، الارض، و الدولاب.,negative,Darija
2174,مزيان بزاف كان أسوأ فندق، خدمة لليصريين مزيانة بزاف، السباحة قديمة بزاف و مش نظيفة بزاف و ماعندها حفرة ديال المياه,negative,Darija
1232,كانوصي بيها بزاف، بلحاق حجز من قبل، حيت هاد الفندق دايما مشغول.,positive,Darija
2279,حتا هاد البلاصة خاصة بالشيوخ.,negative,Darija
499,مزيان بزاف، ولكن ماشي هاديشي.,neutral,Darija
236,عموما، هاد الفندق مزيان بالنسبة لي ف دبي، ولكن بالقياس للفنادق ديال اسطنبول اللي عندها اربع نجوم، هاد الفندق كايعبر نجوم.,neutral,Darija
1234,غير هادشي، كاينين شي حاجات مزيانة لي نقدر ننصحك بيها باش تبقى فدبي، قريب من حديقة دبي، متحف دبي,positive,Darija
2043,يمكن لي نقول بلي الأكل كان أسوأ في العالم، و ما كان يستحق حتى أن يطرحك على حيوان أليف، فالحقيقة، أطعم حيوان أليف ديالي أسوأ من الأكل اللي كايتو في هاد الأوطان.,negative,Darija
2269,بالرغم من كدا، فطور الصباح مزيان.,neutral,Darija
818,و يمكن للمطعم يكون الاختيار ديال الوجبات ديالها عربي بزاف.,neutral,Darija
1799,ماكاينش ماكلة كافية، ماكاينش كراسي كافية، كيتمشي كل صباح باش ناكل فالأوطيلات اللي قريبة من المركز للفطور، تخيلوا الاضطرابات اللي كنتعاني منيها أنا وعائلتي كل صباح.,negative,Darija
1301,هاد الفندق الصغير كان فيه أحسن الموظفين، وكل واحد منهم كان لطيف و كان عنده معرفة كبيرة و مفيدة،,positive,Darija
532,ماغاديش تكون مزعج، ضيعت أسبوع كامل مع العائلة، و كان مزيان بزاف. السعر زوين، النظافة زوين.,neutral,Darija
1731,كان يمكن ليها تكون أحسن، و كان نتوقعون الغرف والحمام تكونان أكثر نظافة، قضينا جوج ليالي من أول ليالي ديالنا في القاهرة تما.,negative,Darija
549,مناسب للاسترخاء فندق صغير مناسب للاسترخاء و أجوائه جميلين في نادي الغولف الرانشيد العربي ماعندهش شي حاجة اخرى كتعرضها بجانب نادي الغولف، ماعنداش حوض السباحة ولا غير الراحة في الموقع,neutral,Darija
1513,فالمسافة بين الفندق و تاجا قصيرة، بالتوك توك. ماكانش نقدر نشوف تاجا من السطح حيت كان فيه الضباب، ولكن كان يمكن ليك تشوفو. ماكانش زوين بزاف من الخارج. كان فندق حديث، ولكن كان مفاجأة مزيانة من الداخل.,neutral,Darija
961,فيماليا وسط المدينة معقولة الوساطة يمكن ليك تكون أبرز الملاحظات ويحتل المرتبة الأولى مع النظافة,positive,Darija
1737,كان الوضع أقل نقاء من ما كنت متوقعة، و ف فحصنا، لقينا بلاط فكل ركن فالأثاث، والستار، و الطابق.,negative,Darija
1300,فين هوطال معالج لطيف الموقع النظيف و البالونات من البلكونات جميلة,positive,Darija
1892,الموظفين ماكانوش متأكدين و ماكانش مهتمين.,negative,Darija
1326,كان عندي العشاء فالطابق الأوسط، كان متأخر بزاف فالليل، و كان لذيذ بزاف، مع البيرة و لحم زوين بزاف.,positive,Darija
94,إدارة ممتازة للمرافق الجدد كونني رجعت لهاد الفندق لسنوات، المعايير كانت تتحسن و بفضل الإدارة الجديدة، لورين ودانش و باقي فريق الإدارة اللطيف،,positive,Darija
929,حيت حجزنا، ما دخلوش، و وصلنا قبل بضعة دقايق.,negative,Darija
1101,من أجمل الأوطيلات، سافرت على حكم عملي كطبيب فالكتير من الأوطيلات داخل مصر والدول العربية والأوروبية فالمؤتمرات.,positive,Darija
207,فندق ممتاز مع عبقرية التاريخ أقمت في هاد الفندق يوما مع أصدقائي من أمريكا الغرف كانت مريحة والغرف صافية وجميلة,positive,Darija
2269,و بالمناسبة، الاتصال الواي فاي ما كانش كايعمل.,negative,Darija
1089,الغرف مزرية شوية، ولكن منظمين.,neutral,Darija
1350,فالتخلاصة، ماكانش فكر ف شي تجربة اخرى فهاد الوقت، ماكايناش شي ملاحظات قوية خاصو يلقاو اهتمام، و كانصحهم إدارة الفندق بالاهتمام المستمر و الوصول للصيانة الدورية، حيت اهم شي يمكن ليه هو الحفاظ على مستوى عال دائما، و كان عندي من أول رحلة لي قطر مع نفس الفندق، و حتى دلوقتي راحة القلوب. شكرا.,neutral,Darija
1467,ضيفان وديا وديا وديا، و وارن و ديف، وديا وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا، وديا،,positive,Darija
399,معظم المدارس والسعافات قريبة من هنا، و كدا كايستعمل محطة الطوبيسات اللي قريبة من الفندق.,neutral,Darija
1921,كان عندي ليلة واحدة، و كان مع العائلة ديالي، و ماكانش نقدر ننامو حيت كانو كاينين بزاف د الحشرات و الزواحف ف الغرفة، و الرائحة كريحة من الفراشات و الوسائد.,negative,Darija
1460,الموظفين لطيفين و ودودين، فندق نقي.,positive,Darija
1570,الغرف ديال الفندق ممكن تكون صالحة مع شوية دالتغييرات، والاكل ممكن يكون أكتر إثارة، ولكن كان عندنا أفضل عطلة، وكنعجبو كل دقيقة، وخا نتسنى لينا نرجعو ليهوم ف كانون الثاني؟,neutral,Darija
1856,فاللبدا، كاين شي حاجة كايسير فالبوابة، حيت خاصنا نكون اجنبيين باش نحصلو على الاهتمام، و هاد الشي كايسير فجميع الخدمات ديال الفندق.,negative,Darija
908,فندق متواضع، الأثاث قديم شوية، والخدمة ما كانتش على مستوى النجوم.,negative,Darija
2279,الشقق ديالو قبل عام 1960، و من هنا، دخلوا القرن الواحد و عشرين.,negative,Darija
1438,ماشي زوين بزاف، كيتوقع ليك، هاد الأوطيل كايسوي بزاف ديال الزوار الكوريين. المأكولات خاصها تكون فيها مجموعة اكبر من الأطباق الدولية والغربية. ماكانو مسموحين للكبار يزلقو مع الاطفال الصغار فالحمام. ماكانو مناسبين للعائلات اللي كايجيبو الاطفال اللي كايقلوا من واحد سنة.,neutral,Darija
705,الفندق كان مزيان بزاف من كل جوانب، من ناحية القرب من الحرم، النظافة، التعاون ديال العمال من وقت ما دخل للفندق حتى ما خرج، الفطور، التعاون ديال العمال و الحمالين.,positive,Darija
2225,باب الحمام ماكانفتحش بزاف حيت الحمام كايحبطو.,negative,Darija
325,الرفاهية، الراحة، الرفاهية ديال الخدمة، السويت هو أحسن شي يمكن ليك تحجزوه حيت الحوايج ديالو مريحة و فخمة، علاوة على كلب روتانا، و الشربات، و البول، تجربة لا تقدر تتنسى.,positive,Darija
323,السيدة اللي كانت فالمكتب كانت مزيانة و كايعجبها الاهتمام، ما كايعجبش باقي الموظفين، و طلب مني رجال الأمن مفتاح الغرفة ديالي، و كان غريبي بزاف؟,neutral,Darija
445,السلطان جوهر، كايقترحو ليكم التنوع فالطعام، حيت معظم التركيز على الديكورات، و الدارب، و الوجبات ديال البيت، و الشاطئ، و كانو حنتمو نقدر نطوفو ل القرية، و نلعبو لعبة الماية.,neutral,Darija
2025,الغرفة سخونة، و لما صرخت للفندق بشي مشكلة ديال التكييف، جيبو ليا شي فان صغير، و كان ف بادي ليالي ديال ال80.,negative,Darija
328,خدمة الغسيل ديال واكي سريعة و رخيصة بزاف، و كايستاهل يكون واحد من أفضل فنادق المشهد.,positive,Darija
1791,و منين تدرج فالأوطيل، كتنقل ل عالم آخر من الرفاهية و الراحة، كيبدا الصباح مع الابتسامة ديال الموظفين، السكينة، الفطور الرائع، الخيارات ديال الماكلة، الاحتراف ديال الطباخين، السرعة الرائعة باش يلبيو لطلباتك و احتياجاتك.,positive,Darija
63,خدمة مزيانة، فندق ف موقع مزيان قريب من المطار المحلي و الدولي في أندهيري شرق مومباي، حنا عندنا نقل مجاني من و ل المطار,neutral,Darija
1323,هادشي مزيان بزاف. هادا واحد من أحسن الأوطيلات لي كنتي فيها.,positive,Darija
926,و انتشاره الكبير، خصوصاً بالقرب من الأماكن المشهورة.,positive,Saudi
2025,وعندما قررت ان اغير الحجز، قالوا انو لازم ادفع رسوم الحجز كل يوم لاني انا حجز ليلي.,negative,Saudi
1645,الخدمة كانت رائعة، كل الموظفين بحاجة للتهنئة، شرفة الشمس وغيرها، منتجع إيروفوشي و سبا في جزر المالديف، يحتوي على كل شيء تحتاجينه للاسترخاء.,positive,Saudi
2220,مشكلة حجز. حجزت في الفندق عن طريق جولدن تووليب على الانترنت، و انا اكدته ببطاقتي الائتمانية. وصلت في الساعة الثامنة مساءاً متعب جداً من السفر، لكن لم يتمكنوا من ايجاد حجزي.,negative,Saudi
724,كانت تجربة مميزة لي فندق قصر مكة رافيلز، فندق على بعد خطوات من الحرم الجامعي جناح كان مع منظر رائع,positive,Saudi
1309,لكن بما انه لا يوجد اي نشاطات في الفندق في المساء مناسبة للعائلة، فيمكنك الذهاب لمراكز تجارية قريبة من الفندق مثل مول العرب وقضاء وقت ممتع، انا انصح بزيارة هذا الفندق والاستمتاع به مرات كثيرة.,negative,Saudi
2113,الغرفة أقل نظافة من المتوقع، لم تكن زيارتي الأولى لكنها كانت الأخيرة، ولسوء الحظ بعد انتشار التوصيات، الفندق لم يعد يهتم بالجودة.,negative,Saudi
1756,بس ابغى اشكر شركة الحجز اللي كنت اتابعها وشكر كل العمال على اهتمامهم. ربي اتمنى انهم يتأكدوا اكثر من الفنادق والصور,positive,Saudi
83,الفطور ممتاز والخدمة رائعة خلال تقديم الفطور والطاقم مساعي جداً.,positive,Saudi
197,وفي المطعم، لا يتنظفون الصحون، وجدت بعض البقع على طبقتي.,negative,Saudi
421,و صالة رياضة، اعتقد ان الفندق مناسب للعائلات او للأفراد.,positive,Saudi
2174,أما المطعم، فليس فيه ماء للشرب، بس زجاجات مياه معدنية، والزجاج بجنيه مصري.,neutral,Saudi
1351,ما في شبكة إنترنت في الغرفة، واي فاي غالية جداً، وتوجد في الردهة فقط.,negative,Saudi
156,افضل منظر ممكن تشوفه هو فندق سويس من افضل فنادق مكة الكريمة كل شيء كان رائع خصوصا في الغرف التي تطل على الكعبة,positive,Saudi
1868,الفطور ما كان جيد، والحمام ما كان يعمل بشكل جيد، والفريق كان مزاجه سيء.,negative,Saudi
1217,التدبير المنزلي، الغرف مش مرتبة بشكل جيد.,negative,Saudi
335,الخدمة سيئة، الحمام ما تم تنظيفه لثلاث ليال، و يجب عليك طلب ورق التواليت، أيضاً.,negative,Saudi
1215,البيسين حلو، لكن مياه البحر الباردة مثالية للتهدئة بعد يوم حر في المدينة أو الأماكن السياحية.,neutral,Saudi
840,ارجو ان تهتم بالزبون اكثر تقييم اعطيه جيد، التقييم كتب على ممتاز لا اعرف ليش,neutral,Saudi
2273,النظافة في الغرف هي ان السرير فقط يرتب بدون تغيير الحوائط.,negative,Saudi
2046,وكمان ما جرأت ان اسمح لولداي بأكل اكثر من الخبز والمواد الملفوفة في فطورهم الصباحي.,negative,Saudi
537,عطلة ممتعة الفندق رائع من حيث الموقع الشاطئ ممتاز والبحر جميل جدا والاكوا فوق ممتاز والفريق تعاوني جدا,positive,Saudi
2021,فندق سيء بقيت فيه يومين وكان سيء جداً.,negative,Saudi
2276,ناس يطاردون الصوت يدخلون ويخرجون طوال الليل، يتجنبون كل التكاليف.,negative,Saudi
1982,الارواح كريهة، والصراصير في المطبخ، والسعر فوق مستواه.,negative,Saudi
1913,فندق سيء جدا، خدمة سيئة جدا، انا لسه راجعته يوم، و في حشرات زاحفة، صراصير،,negative,Saudi
1324,لكن ملاحظتي على سعر التأمين المخصص لفيزا مرتفع جداً.,negative,Saudi
1482,فندق جيد كفاية كفندق نجوم، مساحة الفندق ليست كبيرة، على شكل مستطيل، وبالتالي ما في مناطق استرخاء كثيرة في الفندق.,neutral,Saudi
36,بيت خاص صغير لطيف، والمالك بيعمل كل ما في وسعه ليعمل ما يرضيك المنظر رائع، لكن يمكن ان يكون افضل اذا كانت الاشجار اعلى، هادئة بشكل مدهش,positive,Saudi
2215,لا تهدر مالك. عدت من الفندق. فندق بينيدورم قديم.,negative,Saudi
1488,أشكر كل من يعمل في هذا الفندق، و كنت اتمنى ان ابلغ هذه الصورة الشريفة من حسن المعاملة لإدارة الفندق، و خصوصاً أشكر كل موظفي الاستقبال و خدمة الغرف.,positive,Saudi
1081,والطعام صغير جداً، هناك طاولة واحدة.,negative,Saudi
603,الصالة الرياضية كانت مجهزة بشكل جيد، وكان يديرها مدير متحمس اسمه مايك، بعض الحانات الصغيرة كانت صالة رياضية جيدة، لكن لا عصير عنب مخمر.,neutral,Saudi
484,فندق محترم فندق ممتاز وموقعه ايضاً جيد بجانبه دار سينما و امامة مقهى لشة و بجانب منطقة وسط المدينة تقدر تروح الى وسط المدينة مشي و ايضاً هناك مطاعم عربية بجانب المطعم و شارع الفندق هادئ جداً و ممكن يكون هناك قليل من التشويش بسبب مقهى لشة امام الفندق لكن ما في ضجيج كبير,positive,Saudi
1234,و تكلفة التاكسي للمطار تقريباً درهم اماراتي، وهو نفس المبلغ الذي ستدفعيه للذهاب إلى برج خليفة.,positive,Saudi
461,عموما، الفندق قذر، ورائحته قديمة، و غير لطيف، و فطوره كان سيء.,negative,Saudi
2153,الطعام متوسط جداً، وفي بعض الحالات يقدم دافئ.,neutral,Saudi
128,رائع كنوكورد السلام من اجمل المنتجعات في شرم لكونه بجانب المطار وله خدمات جميلة وملاعب وتزلج وفروس وتنس وحمامات سباحة كبيرة ولها مطاعم ويفضلوا يعملوا نظام all inclusive للمصريين لكن من افضل الاماكن المحبوبة لقلبي في شرم الشيح,positive,Saudi
2130,هذا ليس حلم، ما في شيء يزيد على كريهة، على كل حال، لقد أقمنا في العديد من الفنادق في دبي، ولم نخيب أملنا قط، لكن هذا الفندق كان فظيعاً حقاً.,negative,Saudi
1062,هارموني مكادي باي ما فيه شاطئ غير بحيرة صناعية مستوى واحد فقط والبحر في منطقة هارموني مكادي وممنوع الدخول,negative,Saudi
918,الإجراءات الوصول والخروج كانت جيدة.,neutral,Saudi
574,فندق ذو طابع مميز من افضل الفنادق الموجودة في مصر حيث بقيت في الفندق لسبع ليال مع زوجتي من أسعد أيام حياتي، فندق وفرت لنا منها الراحة والهدوء,positive,Saudi
1927,ناهيك عن مصابيح الضوء الغير آمنة وخزائن المطبخ في حالة سيئة.,negative,Saudi
1718,والكثير من المطاعم والبحر مباشرة وبجانب سوق شراء كبير في المنشأة ومحطة الصينية بروف الفندق,positive,Saudi
1149,الغرف كبيرة وباردة ومروحة ولديها شرفات خاصة بها نصيحة استيقظ في الصباح بين ملاك الليل وبين طلوع النهار لرؤية ثعالب الصحراء,positive,Saudi
1252,فندق كامل غير المدخنين، خدمة عملاء ممتازة في كل الغرف، مكتب استقبال، تدبير المنزل، مطعم.,positive,Saudi
304,مفاجئنا من اول نظرة، الفندق مفاجئنا، غرف ومراحيض مجهزة بشكل جيد جدا ومرافق صحية جيدة،,neutral,Saudi
528,الفندق فظيع و سيء جداً، اتفقنا، ولا تقيم فيه، لا أحد يتحمل المسؤولية، ولا أحد يهتم عندما يتحمل المسؤولية.,negative,Saudi
362,اقترح هذا الفندق بالتأكيد اذا كان عندك اطفال، وسوف ارجع هناك مرة اخرى.,positive,Saudi
1082,مهجور، السرير غير مريح جداً، وهو في الحقيقة ليس سرير على الاطلاق.,negative,Saudi
1011,النظافة العامة اخرى وترتيب الحشرات موجودة بكل أنواعها وقدمنا شكوى مكتوبة للفسخ وقدمناها لشخص اسمه محمود السيد ورفض أن يوقع على الصورة معي وديت للفسخ صرصور كبيرة كعينة وفسخ صور بأجناس الحشرات,negative,Saudi
2278,وبالنسبة لرحلات العمل القصيرة، التي لا تتطلب إجراءات خاصة، فندقنا جيد، لكن ليس أكثر من ذلك.,neutral,Saudi
2177,الغرف غير نظيفة ومليئة بالقانون اللي يبهجك كل يوم، ويتفاجأك الفئران التي تتجول بين الغرف، لذلك لا أنصحك بالحجز في هذا الفندق، فهي لا تستحق المبلغ الذي تدفعه.,negative,Saudi
911,التوصيل من المطار للفندق بالتاكسي ياخذ حوالي دقيقة، ويمكن ان يكلف دولار هونج كونج.,neutral,Saudi
908,بصراحة، لم ارى مثل هذا في حياتي، و عندما طلب خدمة الغسيل، اصررت ان نعطيه نقداً، وكأننا لصوص.,negative,Saudi
1362,الفندق مناسب جدا للعائلات. واي فاي مجاني وقوي جدا. امام الفندق موقف سيارات.,positive,Saudi
414,عش مبني من الطوب الحليب، وبنايات عصرية، على الطراز المصري، بغرف مكيفة. جئنا هنا مع طفل صغير، وبالفعل استمتعنا.,neutral,Saudi
205,السعر معتدل، والطعام طعم جيد. الطريق الى الشاطئ كان حوالي دقيقتين.,neutral,Saudi
1706,ولهذا السبب، في الأساس، البقاء هنا في هذا المكان سيكون قيمة جيدة.,positive,Saudi
1230,كتير من الرخام والسقوف العالية مزينة بالثقوب العاكسة الضوئية العملاقة.,positive,Saudi
2234,مظهر ممتاز معايير النجوم الغربية اثنين أقيمت هنا خلال حج عام وهو على بعد حوالي دقيقتين من الحرم عبر طريق مزدحم حيث يجب عليك تجنب السيارات للوصول إلى الحرم,positive,Saudi
1796,يعتبر مثالي للشركات لكون هناك العديد من قاعات الاجتماعات المجهزة، خدمة الفندق ممتازة، موظفي الاستقبال دائما مبتسمين ومرحبين بخدمة النزلاء.,positive,Saudi
1814,ثابت كالعادة، أقمت هناك لليالي كزائر منتظم، الموقع جيد جداً، ودائماً مزدحم.,neutral,Saudi
420,الي بيفكر انه يقضي يوم راحه و استراحته في خيمة، ينصح بفندق وولدورف حتى لو كان في اي مكان في العالم، لأنه فندق رائع جدا من حيث الموقع او التصميم الداخلي والخدمات والهدوء والراحة النفسية استقبال رائع جدا من موظفي الفندق حتى استلام مفتاح الغرفة وحتى بعد مغادرة الفندق,positive,Saudi
1789,واعتقد ان موظفي الاستقبال ما بيهتموا بمصلحة اي نزيل.,negative,Saudi
415,فندق رائع قريب، لكن بعيد عن كل شيء. ما الذي يمكن لـ مونتي قوله أكثر من عنوان شقة كبيرة و جميلة، شقة كاملة.,positive,Saudi
221,لكن المنظر عادي، الغرف محسنة.,neutral,Saudi
1057,انا سكنت في هذا الفندق مرتين، وكانت لي فترة مريحة.,positive,Saudi
579,الفطور بسيط جداً، ما يقدم لحم خنزير، ونحن كمسلمين نفضل هذا.,neutral,Saudi
191,فندق إقامة مريحة، مستوى الخدمة والنظافة والمعاملة السادة المسؤولين أكثر من رائع ولكن للتطوير المستمر والتحسين يرجى مراعاة المشكلة التي ذكرتها في تقييم,positive,Saudi
2002,الخدمة بطيئة جداً، والسعر مرتفع جداً بالنسبة لها، مقارنةً بالأسعار المصرية العادية، فالفاتورة كانت مرتفعة جداً.,negative,Saudi
1326,جيد. قضيت ليلة واحدة في هذا الفندق، وكانت جيدة جدا.,positive,Saudi
277,موقع جيد كنت في ميونخ في سبتمبر الماضي وحجزت فندق من خلال bookingcom كنت بقى ليلتين في نوع من سعر مرتفع يورو وكانت الغرفة جيدة مع نافذة كبيرة مثل شرفة تطل على الساحة وبجانب الفندق مركز تجاري ومطاعم وكافيهات يمكن ان تنزل فيه,neutral,Saudi
594,في النهاية، يمكنكم القول إنه فندق جيد، خدمة نظيفة، وسواقا متوسطة.,positive,Saudi
872,سكنت ثلاث ليالي في ديسمبر قبل ثلاث سنوات، والفندق كان يحتوي على مطعم واحد فقط للفطور.,negative,Saudi
1995,الفندق في حاجة ماسة للتجديد،,negative,Saudi
1475,وبالنسبة للفندق، كان رائع ونظيف وآمن، حيث كانت اللمسات الدقيقة موجودة في كل أجزاء الفندق، وبالطبع، أكرر شكري لمدير الفندق.,positive,Saudi
1837,فيه الكثير من المسائل الصيانة التي يجب معالجتها، لكن بالنسبة للسعر، فهي معقولة، وأعتقد إذا أبقيت الستائر مغلقة ولم تحاول مقابلة أي شخص هنا، فستكون بخير.,neutral,Saudi
863,و نصح الجميع بهذا الفندق الموقع ممتاز جداً قريب من المسجد النبوي الشريف وعلى بعد خطوات كل الخدمات والأسواق قريب من الفندق,positive,Saudi
461,رأس الحمام كان مش فاعل، كان يرش الماء على الستائر، ويشرب الارض.,neutral,Saudi
709,الفراغ مكتوب على الحرم، بينما في الحقيقة ما كان يُمكن رؤية سوى مصدر الحرم.,negative,Saudi
2287,سافرت هناك حتى لسوء الحظ لم استمتع بسبب المعاملة السيئة جدا من قبل النخبة المصرية الذين لا يعاملون مع احترام الا الزائر الاجنبي والسبب معروف طبعا,negative,Saudi
517,الغرف الغرفة مناسبة للمساحة، لكنها بسيطة ولا تحتوي على أي شيء من الطابع الأفريقي، باستثناء اللوحات الموجودة في الغرفة، وكذلك الأدوار العلوية بعد الطابق الخامس هي الوحيدة التي تمتلك رؤية جيدة للمناطق المحيطة،,neutral,Saudi
2239,و انا شفت حشود نمل تظهر بعد ما دخلت و بعدها جئت بالبخاخ الذي قتلهم، لكن كان علي تحمل الرائحة.,negative,Saudi
2002,لكن الطعام خطر يمرض نصف المجموعة بسبب سوء نوعية الطعام.,negative,Saudi
2235,ما في مكيفات، الا في الغرفة والكازينو والمقاهي والمطعم.,neutral,Saudi
1608,لكل من يرحب بالراحة رغم زيارتي القصيرة لمأوى هوتس هاناوي، أعجبتني كثيراً، وجدت فيه راحة وأمان، كرم ضيافة وبساطة، وترحيب من أهله الطيبين، وأوصي كل من يفكر بزيارة مولاي ادريس أن يقيم في منزل هوتس هاناوي، صدقوني، لأنكم تندمون على اختياركم هدا خليل بن ناجي طرابلس، ليبيا,positive,Saudi
1053,رائع. ببساطة واحد من افضل الاماكن التي اقيمت فيها.,positive,Saudi
2281,السرير غير مريح والوسائد تحتاج تغيير.,negative,Saudi
1558,عادي مفيش اي ميزة انا بصراحة كنت في فندق الشيراتون من حوالي ثلاثة اسابيع بصراحة الفندق لا يستحق خمس نجوم ولا حتى اربع معاملة العرب من قبل الموظفين معاملة اقل مستوى من الجوانب رغم ان السياحة,negative,Saudi
460,لكن الفندق مغري في موقعه وسعره مناسبين للدخل المحدود.,neutral,Saudi
1941,الموقع سيء جداً، المنطقة غير سياحية، ولا تشعر بالأمان للخروج بعد الظلام، الفندق بعيد جداً عن وسائل النقل والترام، يبدو وكأنك تعيش في إحدى الأحياء الفقيرة في مومباي.,negative,Saudi
2014,و الفطور، لو جئت باكراً، الله يخليك وراح دورك، فطور برا.,negative,Saudi
1985,اما بالنسبة للأكل، فكل شيء ليس جيد.,negative,Saudi
609,اقترح ان تبقى في هذا الفندق في رحلة عمل ليوم واحد.,neutral,Saudi
1670,يا له من فندق رائع، نزلنا هنا لليلتين قبل ان انضم الى سفينة البحر، ما كنت قد أقمت في فندق من قبل، لكن كان كل شيء يمكن أن نتوقع، سواء بالنسبة للموظفين أو الغرف، كان ممتازا، والطعام كان لذيذ، وكانت أرضية الفندق وحوض السباحة هي الجنة نفسها، كنت أتمنى لو كنا نقدر نقيم لفترة أطول,positive,Saudi
310,فندق رائع، فندق نظيف، قريب، محترم جداً، وكل فريق العمل محترف، أول موظفي الاستقبال.,positive,Saudi
348,المطاعم جيدة جداً، لو كنت في الإسكندرية، هذا هو المكان المناسب للبقاء فيه.,neutral,Saudi
426,انترنت مجاني و سريع في الغرف، مصاعد كثيرة، و فطور متنوع جداً، كل ما يخطر ببالك موجود.,positive,Saudi
1436,ويقظني فأر، لأن الفندق لديه مطبخ، و من الواضح انه يعاني من مشكلة القوارض، و استيقظنا في الصباح من صوت فأر يمر بجوار واحدة من حقائبنا، و استيقظت و ضويت الأضواء في الوقت المناسب لأراه يركض تحت الباب و يخرج الى الممر، و الفندق اعاد لنا تعويضاتنا، و أعاد لنا ثمن الليله في غرفتنا، لكن من يريد هذا؟,negative,Saudi
1145,كان طازج و طازج، جو جيد، خيارات طعام جيدة، خيارات كثيرة للاستمتاع بالعطلات. قضينا وقت رائع في حفل الزفاف، والذي كان استثنائي و فخم.,neutral,Saudi
1179,لو ما كانت النقاط، كنت حزين. انا وزوجي و طفلي سافرت الشهر الماضي في رحلة علاجية ليومين. استخدمت النقاط بدل الدفع نقداً. الفندق من حيث المكان سيء. المنطقة جزء منها سياحي وجزء منها فقير جداً. وهذا الفندق في مكان فقير. النظافة ممتازة، لكن الفندق نفسه قديم جداً، ولا تكرر.,negative,Saudi
586,و اتمنى ان احافظ على اسعارها التي تجذب الكثير من السياح للفندق.,positive,Saudi
1043,الفندق لايستحق اكثر من نجمتين. انه قديم جداً.,negative,Saudi
2004,قضينا ليلة في حديقة ال كيو، قريبة من مركز كابوم لكرة الطائرة.,neutral,Saudi
236,فندق معقول جدا بالنسبة للشقق الفندقية مكان معقول جدا قريب من المترو والمطار ومتجر سيتي سنتر,neutral,Saudi
1015,بس اقترح على المديرين ان يهتموا بجودة الطعام وخدمة الغرف، وشكراً للعاملين بالفندق.,negative,Saudi
189,فندق البندر في منتجع بر الجاس شنگريلا مسقط رأس سلطنة غمان، وهو مجمع من ثلاثة فنادق أقمت فيه عطلة قصيرة بعد ما نسيت من إعلانات الصحف وتوصية أقربائي الذين سبقوني.,positive,Saudi
241,فندق رائع في مكان حيوي موقع الفندق غير متفوق عليه وهو قريب جدا من شاطئ كوتا وكذلك من سوق ديسكفري وشارع لقيان الحيوي في كوتا,positive,Saudi
977,بالتأكيد ليس افضل نزل من حيث التجهيزات او الموقع، لكن تحصل على ما تدفعه، ولا يمكنك ان تحصل على افضل من هذا المكان العملي جداً والضيف في نفس الوقت.,neutral,Saudi
1135,لا تبقوا في هذا الفندق، يا له من تجريبي فظيع، ما نمت لليلتين، وبقينا هناك بسبب الموسيقى الصاخبة، اتصلت في الاستقبال في الصباح عن وقت توقف الموسيقى العالية، وقيل لي الساعة، يا سيدتي، ما كان هناك مناديل أو سجادة في الحمام، فقط اثنين من مناديل الحمام، لا مكان لوضع مجفف الشعر بجانب المرآة، كان كابوساً، لن أعود إليه أبداً.,negative,Saudi
712,ما في حلول مرضية للعميل من خدمة العملاء.,negative,Saudi
1764,وكماننا وجبة رائعة في غرفة الطعام، و قمت بجولتين، فندق ترتيبهم، وبالطبع يستحقوا، في رأيي، وبما أنني أخطط لزيارة القصر مرة أخرى، فأنا أخطط للبقاء هنا.,positive,Saudi
830,فيه خدمة تاكسيات، سأقيم فيه في المرة القادمة.,positive,Saudi
2250,بهذا السعر، انه من السذاجة جداً انهم يفرضون رسوم اضافية على عصير البرتقال.,negative,Saudi
